5.000000000000000278e-02,4.999999999999999584e-02,0.000000000000000000e+00
3.666666666666665853e-01,5.000000000000000278e-02,0.000000000000000000e+00
6.833333333333333481e-01,4.999999999999998890e-02,0.000000000000000000e+00
1.000000000000000000e+00,4.999999999999999584e-02,0.000000000000000000e+00
5.000000000000000971e-02,3.666666666666665853e-01,0.000000000000000000e+00
3.666666666666666408e-01,3.666666666666665297e-01,0.000000000000000000e+00
6.833333333333333481e-01,3.666666666666665853e-01,1.000000000000000000e+00
1.000000000000000000e+00,3.666666666666665853e-01,1.000000000000000000e+00
5.000000000000000971e-02,6.833333333333332371e-01,0.000000000000000000e+00
3.666666666666666408e-01,6.833333333333334592e-01,0.000000000000000000e+00
6.833333333333333481e-01,6.833333333333333481e-01,1.000000000000000000e+00
1.000000000000000000e+00,6.833333333333333481e-01,1.000000000000000000e+00
5.000000000000000278e-02,9.999999999999997780e-01,0.000000000000000000e+00
3.666666666666666408e-01,9.999999999999997780e-01,0.000000000000000000e+00
6.833333333333333481e-01,9.999999999999997780e-01,1.000000000000000000e+00
1.000000000000000000e+00,9.999999999999997780e-01,1.000000000000000000e+00
